chunk_id,program_id,source_type,party_name,year,title,cluster_id,primary_topic_id,primary_topic_label,primary_confidence,secondary_topic_id,secondary_topic_label,secondary_confidence,review_status,reasons,text
SF_1980_chunk_117,SF_1980,party_program,Socialistisk Folkeparti,1980,Princip- og handlingsprogram,22,offentlig_sektor_forvaltning,Offentlig sektor og forvaltning,0.50,,,,needs_review,"keyword:offentlige, keyword:kommune, keyword:kvalitet, multi_keyword:3","Det er især vigtigt at arbejde for en speciel økologisk bevidsthed i befolkningen. En sådan er en forudsætning for en anden vækstmodel, der satser på kvalitet i stedet for kvantitet, hvorfor det er centralt at arbejde ideologisk og agitatorisk for et opgør med forbrugerismen samt køb- og kasser-mentaliteten. For at denne agitation kan styrkes, er det derudover af stor betydning, at arbejdet følges op af lovgivning, der trænger igennem i alle de institutioner, der har med kontrol o.l. at gøre. Derfor fremsætter vi konkrete forslag på en række vigtige områder. Forbrugerpolitik SF vil i 80'erne arbejde for, at der føres en slagkraftig politik for et mere økologisk rigtigt forbrug. En sådan forbrugerpolitik vil satse på, at det bliver muligt at tilrettelægge et sundt, ressource- og miljøbevidst forbrugermønster. Derfor skal der igangsættes en alsidig ernærigsforskning og en gennemgribende landbrugsreform, hvilket er en forudsætning for udformningen af en forsvarlig ernærings- og sundhedspolitik. Anvendelsen af unødvendige tilsætningsstoffer skal forbydes, og der skal gennemføres en effektiv kontrol med levnedsmiddelindustriens anvendelse af tilsætningsstoffer, herunder en styrkelse af de lokale levnedsmiddelkontroller. Den offentlige kontrol med produktudviklingens konsekvenser skal samordnes, så det sikres, at forskellige kontrolinstanser (f.eks. Arbejdstilsynets og Levnedsmiddelkontrollens) indsats sker efter fælles målsætning. Forbrugerbevægelserne må sikres en central position i levnedsmiddelkontrollen. Det er nødvendigt at gøre en alsidig og forståelig mærkning af produkter obligatorisk. For levnedsmidler vil det sige en nøjagtig angivelse af de anvendte stoffer, deres mængde og karakteristika. For hårde hvidevarer betyder det angivelse af bl.a. energiforbrug, hvor mærkningen standardiseres, så det bliver muligt at foretage reelle sammenligninger. Særligt ressourceforbrugende emballage skal forbydes, og der bør tilstræbes en standardisering af emballage, så genbrug lettes. Samtidig skal stat og kommune støtte større genbrugsprojekter."
SF_1980_chunk_118,SF_1980,party_program,Socialistisk Folkeparti,1980,Princip- og handlingsprogram,22,klima_energi_miljoe,"Klima, energi og miljø",0.90,,,,needs_review,"keyword:energi, keyword:vedvarende energi, keyword:miljø, multi_keyword:3","Der må føres en effektiv kontrol med anvendelsen af kemiske produkter, hvor den mindste tvivl om de skadelige virkninger på mennesker og miljø må betyde, at stoffet forbydes, indtil det er bevist, at anvendelsen er mindre skadelig end alternativerne. Vi vil i det hele taget arbejde for, at al produktion af overflødige og skadelige produkter standses, og at de meget ressourcekrævende produktioner nedsættes til et minimum. Energipolitik SF's energipolitik hænger nøje sammen med den øvrige miljø- og ressourcepolitik, hvor der skal satses på en energipolitik, baseret på energibesparelser og på anvendelsen af vedvarende energi. Brændselsressourcerne er begrænsede, og vi må derfor hurtigst muligt afvikle vor afhængighed af disse energiformer. Det er SF's synspunkt, at de fossile brændselsstoffer skal erstattes af vedvarende energikilder. Teknologien til udnyttelse af vedvarende energikilder eksisterer, men mange af anlæggene er endnu ikke økonomisk konkurrencedygtige med andre energianlæg. Det skyldes dels, at der kun har været ydet forsvindende finansiel støtte til forskning og udvikling af denne teknologi, dels at først de store prisstigninger på brændsel har bevirket, at der er kommet en produktion i gang."
SF_1980_chunk_119,SF_1980,party_program,Socialistisk Folkeparti,1980,Princip- og handlingsprogram,22,klima_energi_miljoe,"Klima, energi og miljø",1.78,,,,needs_review,"keyword:energi, keyword:vedvarende energi, multi_keyword:2","For at fremme en hurtig erstatning af fossilt brændsel med vedvarende energi skal anskaffelse af anlæg til udnyttelse af vedvarende energi støttes af det offentlige i 1980'erne. Ved en fremskyndet vækst i produktionen af sådanne anlæg vil det være muligt at sætte en produktionsudvikling i gang, som efterhånden vil resultere i mere konkurrencedygtige priser for disse anlæg. Det vil tage lang tid at erstatte hele vort forbrug af fossilt brændsel med vedvarende energi. Derfor bør Danmark udnytte den naturgas, som findes på dansk område. Gasforekomsterne vil betyde en forsyningssikkerhed, som er væsentlig i overgangsperioden. Ressourcerne i den danske undergrund tilhører os alle og bør derfor nationaliseres. I det - begrænsede - omfang, der skal opføres nye kraftværker, skal udbygningen ske med decentrale kraftvarmeværker og med vindmøller. El-produktion med vindmøller bør udbygges, indtil den dækker 20% af el-forbruget. En yderligere udbygning er betinget af mulighederne for oplagring af elektricitet. I den forbindelse bør mulighederne for en øget samkøring med Norges og Sveriges vandkraft undersøges seriøst. Der ligger måske her muligheder for en yderligere udnyttelse af den danske vindkraft. SF siger nej til A-kraft, både i form af de nuværende termiske reaktorer og i form af formeringsreaktorer, på grund af A-kraftens miljømæssige og samfundsmæssige konsekvenser. Vi finder det uacceptabelt, at A-kraften medfører risici for katastrofer af et hidtil ukendt omfang."
SF_1980_chunk_121,SF_1980,party_program,Socialistisk Folkeparti,1980,Princip- og handlingsprogram,22,klima_energi_miljoe,"Klima, energi og miljø",1.78,,,,needs_review,"keyword:energi, keyword:vedvarende energi, multi_keyword:2","Det vil bl.a. medføre krav til husenes orientering, taghældning og centralvarmesystemets indretning. Det betyder også, at der skal nedlægges forbud mod nyinstallation af el-varme, da el-varmede bygninger uden yandbaseret centralvarmesystem kun vanskeligt kan omstilles til solopvarmning. Fra 1985 kan der stilles krav om, at mindst halvdelen af Opvarmningsbehovet i nybyggeri dækkes af vedvarende energi, også i områder med kollektiv opvarmning. Udnyttelse af vedvarende energi i disse områder må således ikke resultere i, at betalingen for den kollektive varme sættes op for folk, der supplerer med vedvarende energi. Også vort el-forbrug kan nedsættes stærkt uden at det har betydning for vor velfærd. F.eks. kan el-forbruget i mange elektriske"
SF_1980_chunk_122,SF_1980,party_program,Socialistisk Folkeparti,1980,Princip- og handlingsprogram,22,oekonomi_skat_finans,"Økonomi, skat og finanspolitik",0.76,transport_infrastruktur,Transport og infrastruktur,0.70,needs_review,"keyword:afgifter, keyword:besparelser, keyword:investeringer, multi_keyword:3, keyword:transport, keyword:trafik","husholdningsapparater nedsættes til under det halve af det nuværende forbrug ved simple tekniske foranstaltninger. SF vil arbejde for nedsættelse af el-forbruget ved krav til udformning af de elektriske apparater, gennem mærkning med angivelse af apparatets el-forbrug, ved ændring af bestående afgifter, så de afhænger af el-forbruget. Desuden skal el-prisen ved hjælp af afgifter differentieres, således at forbrug ud over det rimelige beskattes ekstra. Endvidere kan der spares megen energi i transportsektoren. En udvidelse af den kollektive trafik vil kunne betyde både væsentlige energibesparelser og besparelser på andre ressourcer. Derfor må det tilstræbes, at der i hele landet gennemføres trafiksystemer, som er i stand til at konkurrere med den individuelle trafik. I den private transport skal energi-krævende biler særligt beskattes. Ved at sikre en decentral udvikling, der satser på styrkelse af eksisterende mindre bysamfund, kan en kombination af forskellige typer vedvarende energianlæg alene opvarme en meget stor andel af landets boliger. Opvarmning af alle fritliggende ejendomme og ejendomme i alle mindre bysamfund kan ske ved en kombination af individuelle og kollektive anlæg for vind- og solenergi, biogas, halmfyr m.v. Samfundet bør støtte investeringer i sådanne anlæg. Teknologipolitik Teknologiens udvikling må styres ud fra en vurdering af, hvad der gavner samfundet som helhed. Ny teknologi skal ikke blindt accepteres. Fordele og ulemper ved enhver ny teknologi må nøje udredes og afvejes over for hinanden."
SF_1980_chunk_123,SF_1980,party_program,Socialistisk Folkeparti,1980,Princip- og handlingsprogram,22,arbejdsmarked_beskaeftigelse,Arbejdsmarked og beskæftigelse,0.66,ideologi_samfundssyn,Ideologi og samfundssyn,0.60,needs_review,"keyword:beskæftigelse, keyword:arbejde, keyword:arbejdspladser, multi_keyword:3, keyword:socialistisk, keyword:principper","Dette indebærer bl.a. en vurdering af teknologiens indvirkning på forurening, energi- og ressourceforbruget, på valutabalance og beskæftigelse og en vurdering af dens indflydelse på arbejdsmiljø og nedslidning på arbejdspladserne. De videre konsekvenser for centralisering og demokratiets muligheder skal også vurderes. Vi vil derfor støtte etablering af teknologivurderingsaktiviteter i Danmark. Med den udbredte anvendelse af edb i administrationen risikerer vi, at information bliver uigennemskuelig, at den bliver samlet på få hænder og dermed modvirker demokratiet. En socialistisk teknologipolitik vil fremme en teknologiudvikling, som muliggør en produktion med minimalt ressourceforbrug (lang holdbarhed af forbrugsgoderne, lavt energiforbrug), og en produktion som dækker reelle behov (vedvarende energikilder, kollektive transportsystemer, sunde usminkede fødevarer). Teknologiaftaler er nødvendige for at styre udviklingen. Især bør vi støtte teknologiformer, der kan udnyttes i små enheder, kræver ringe grad af specialisering, kræver ringe kapital og er baseret på principper, der er forståelige for alle. Teknologien skal så vidt muligt kunne styres og kontrolleres af alle. Vi vil arbejde for et samfund, hvor alle kan deltage i produktionen, også de unge, de ældre og de handicappede, men vi kan ikke gå ind for en produktionsstigning for enhver pris blot for at skaffe arbejdspladser. En produktion, der ikke dækker rimelige behov er, fra et socialistisk synspunkt, skadelig i og med at den forbruger ressourcerne. I stedet vil vi arbejde for en produktion, som, hvor det er nødvendigt af hensyn til ressourceforbrug, forurening eller arbejdsmiljø, anvender mere arbejdskraft."
SF_1980_chunk_125,SF_1980,party_program,Socialistisk Folkeparti,1980,Princip- og handlingsprogram,4,landbrug_foedevarer_dyrevelfaerd,"Landbrug, fødevarer og dyrevelfærd",0.54,,,,needs_review,"keyword:landbruget, keyword:økologi, multi_keyword:2","Midlerne til dette mål er: a) Bedre økonomiske og lovmæssige muligheder for frivillig spekulationsfri andelsforeninger, andelsbrug og produktionskollektiver. b) Gennemførelse af jord- og skattereformer, der udjævner indkomster/forbrug, og som hindrer kapitaldræningen (bl.a. ved generationsskiftet) ud af landbruget, og således at kapitalindkomsterne efterhånden afløses af indkomster fra arbejdet. Dette indebærer bl.a. en indefrysning af alle fremtidige samfundsskabte jordværdistigninger, som pålægges en værdistigningsafgift, der indbetales til en jordbrugerfond. c) Oprettelse af en solidarisk jordbrugerfond, hvorigennem jordbrugerne demokratisk og regionalt forvalter en stigende del af landbrugskapitalen. Foruden værdistigningsafgiften bestyrer fonden en række af de nuværende støtteordninger, nye formålsbestemte statsindskud, den resterende kapitalvindingsskat o.a. og udsteder desuden obligationer. Fonden skal yde lavtforrentede indekslån til investering og etablering, og udlånsrenten kan varieres efter låneformålet. Denne treklang af strukturreformer er SF's bud på et demokratisk økonomisk liv for de danske familiebrugere. Reformerne sikrer brugsrettens frihed, et øget samvirke mellem jordbrugere og forhindrer kapitalisering og spekulation. Med opbakning fra de arbejdende landbrugere bør der endvidere snarest gennemføres: Forbedrede vikarordninger. Længere landmandsuddannelse, bl.a. med mere vægt på økologi. Indgreb overfor landbrugsvaremonopolerne. Fuld udnyttelse af land- og skovbrugets energiressourcer. Ændrede regler for sprøjtemiddelanvendelse, for foderstoffer og for fødevarefremstilling. Landsbysamfundenes udvikling bør på alle måder støttes. SF går ind for, at der virkelig skal gøres en indsats for at bevare og"
SF_1980_chunk_126,SF_1980,party_program,Socialistisk Folkeparti,1980,Princip- og handlingsprogram,22,klima_energi_miljoe,"Klima, energi og miljø",0.70,,,,needs_review,"keyword:energi, keyword:miljø, keyword:ressourcer, multi_keyword:3","udbedre naturgrundlaget. Væksten i forbrug af energi og ressourcer må standses og de økologiske lovmæssigheder respekteres. Økologiske og beskæftigelsesmæssige hensyn taler for alsidige bedrifts-former, recirkulation, vekseldrift, reduceret jordbehandling med lette maskiner, udnyttelse af jordens bakterier for kvælstof fiksering og mineralisering, brug af organisk gødning og biologisk/mekanisk/sortmæssig bekæmpelse af skadedyr, sygdomme og ukrudt. Det økonomiske systems pres på de biologiske processer ødelægger de økologiske balancer. Dette sker bl.a. ved, at vekseldriften forfalder, at muldlaget udpines, og at forbruget af kunstgødning, sprøjtemidler og husdyrmedicin stiger faretruende. Samtidig tvinges landbrugere til forskellige former for dyremishandling. Landbrugsprodukterne og deres videre forarbejdning skal indrette sig efter kravene for en forsvarlig ernærings- og sundhedspolitik. Arbejderne i den kemiske industri, jordbrugere og forbrugerne må gå sammen i en fælles kamp for at sikre miljø og ernæringsmæssig sundhed."
VS_1980_chunk_000,VS_1980,party_program,Venstresocialisterne,1980,Program og love for Venstresocialisterne,4,parti_organisation,Parti og organisation,1.02,,,,needs_review,"keyword:partiet, keyword:medlemmer, keyword:medlemskab, multi_keyword:3","Indledning VS er et parti med en revolutionser socialistisk malsaetning. Partiet er bent for enhver, der kan tilslutte sig dats program. For at modvirke tandenser til sekterisme er programmet udformet siledes, at det kun medtager de punkter, som er ngdvendigt til at afgraanse partiet fra reformistiska ratninger, og for at sikre Ulstraskkelig enighed til at mediemmeme kan Indga | et frugtbart partimaessigt samarbejde, Dat betyder, at mediammer af VS i deras udadvendte politiske arbejde p& de punkter, der omfattes af programmet, er bundet af dette, men at medlemmeme og grupperinger star frit inden for de rarmer programmet afstikker. Derved bliver der mulighed for at indhente forskellig@ erfaringer af betydning for den fortsatte afklaringsproces | partiet. Det betyder ogs4, at den vigtigste opgave for partiet som sédant er at udbrede den politiske bevidsthed, som kommer til udtryk i programmet, og at organisere dem, der kan tislutte sig programmet og mobilisere til politisk handling pa dette grundiag. Partiet og dets medlemmer skal til stadighed arbejde pa at udvide det feelles grundiag gennem en woksolvirkning mellem teoretisk analyse og polltisk praksis. Medlemskab af partiet indebzerer, at den uenighed der er blandt mediemmeme betragtes som mindre afgorende end dat faalles grundlag, der er udtrykt i programmat. VS bygger pi marxistisk tecri og metode som det bedste eksisterende redskab til forstdelse af den samfundsmeessige virkelighed. En sadan forstielse er en nadvendig forudezetning for at kunne eendre udviklingen."
VS_1980_chunk_003,VS_1980,party_program,Venstresocialisterne,1980,Program og love for Venstresocialisterne,20,erhverv_konkurrence_ivaerksaetteri,"Erhverv, konkurrence og iværksætteri",0.82,,,,needs_review,"keyword:virksomheder, keyword:konkurrence, keyword:produktion, multi_keyword:3","§, Klassemodsastningen er et udtryk for den kapitalistiske produktionsmades indre modsastninger. Under hele kapitalismens historie er der sket en vaaldig udvikling af produktivicesfteme. | forbindetse hermed er produktionsprocessen blevet stadig mere kollektiv og social. Der sker sdledes en stadig udbygning og skaerpelse af modszetningen mellem produktionens sociale, samfundsmaassiga karakter og tilegnelsens private karakter. 6. Igennem hele kapitalismens historie er der sket en stadig koncentration og centralisering af produktion og kapital, | kapitelismens barndom var virksombederme smd, og konkurrencen mellem dem var med il at holde priserne nede, | labet af det 20. &rhundreda er flere og flere sektorer blevet monopoliseret ved at de sterre virksomheder efterhdnder har udkonkurreret eller opkebt de mindre. Konkurrencekapitalismen er blevet aflpst af monopolkapitalismen, 7. Under monopolkapitalismen erstattes priskonkurrencen med konkurrence pé emodellers og reklame. | dette stadium bliver det svaerere og sveerere at finde profitable investeringsmuligheder far den kapital, der stadig akkwmuleres, da sterre produktion ville medfare, at prisen og dermed profitten faldt - eller at varerne simpelthén ikke kunne afseettes. For at hole efterspergselen og dermed profitraten oppe fremstilles varer med sindbygget slitagex eller xindbygget foralidalse«. blevet nédvendigt for kapitalen at sege ud over de nationale graenser. Kapitalekeporten akaffer monopolfirmaerne af med kapitel, som ikke i hjemlandet kan give en prefit, der tilfrecsstillar kapitalajerne, Under monopolkapitalismen er konkurrencen pa hjemmemarkedet mellem de enkelte virksombheder sdledes blevet udvidet til en konkurrence om vardensmarkedat mejiam de multinationale monopoler, Kapitalismen har hermed ndet sit hajeste Stade: Imperialismen."
VS_1980_chunk_004,VS_1980,party_program,Venstresocialisterne,1980,Program og love for Venstresocialisterne,14,erhverv_konkurrence_ivaerksaetteri,"Erhverv, konkurrence og iværksætteri",0.44,,,,needs_review,"keyword:konkurrence, keyword:produktion, multi_keyword:2","9. Den imperialistiske rivalisaring har medfart adskillige krige. S&ledes var 1, vardenskrig kulminationan pa flere 4rtiers skzerpede konkurrence og smBkrige i takt med monopolkapitalismens fremveskst. Krigene - og den proces, der udlase dem - aendrer styrkeforholdet mallam da forskellige monopolkapitaler og mellem de imperialistishe stormagter. Ved det 20. rhundredes begyndelse var England verdens farende kapitalistiske stat, et halvt drhundrede senere spillede den amerikanske stat og de amerikanske monopoler den dominerende rolle. Som kapitalistisk land indgdr Danmark i det imperialistiske verdanssystem, Danske monopaler er med til at udbytte |p- 10. | det kapitalistiske samfund er lanarbejderne bide producenter og forbrugere. Herved opstar cer en modsigolse, idet Kapitalisten p& samme tid ma sage at holde lanningeme nede og prisenne oppe. Med jeevne mellemrum opstér afseetningskriser, som forlaber pA nogenlunde samme made: Overproduktion - prisfald - virksomhedskrak - faldende produktion - stigende arbejdslashed. Der sker altsd en destruktion af produktionsmidler og kapital. De svage wirksombheder gar under, mens de mest produktive og kapltalstaerke bliver tilbage. Etter denne koncentrations- og srenselsesaproces kan kapitalismman fungere videre til naeste krise. 11. Efter verdenskrisen 1929-30 gik monopolkapitalismen indian ny fase, hvor staten har foretaget stadig mere omfattende indgreb i wkonomien for at hindre eller mindske krisarne. Wed finans- og pengepolitiske foranstaltninger foragar der en regulering af kapital- og hendannelsen. Gennem oprettelsen af en statslig sektor i skonomien sker der en opsugning af noget af den overskudskapital, som akkumuleres | virksomhederne. Ved sddanne foranstaltninger er det lykkedes de modeme kapitalistiske stater at dempe kriserne, ikke at afskeffe dem."
VS_1980_chunk_010,VS_1980,party_program,Venstresocialisterne,1980,Program og love for Venstresocialisterne,9,ideologi_samfundssyn,Ideologi og samfundssyn,0.32,,,,needs_review,keyword:socialistisk,"Parlamentet 26. | framatillingen af den bergerlige stat som staende over klasserne og varetagende hele befolkningens interesser, spiller pallamentet (folketinget) en wigtig rolle. Parlamentet fremstilles som den afgerende magtfaktar i samfundet. Imidlertid har parlamentet ingen vaesentlig selvstzendig magt. men er et udtryk for de akonomiske og politiske magtforhold i samfundet. 27, For et parti som VS er veerdion af deltagelse i det parlamentariske arbejde helt afheengig af den aktuelle situation. Pa nuvaarende tidspunkt kan arbejdet | parlamentet dels tjene ti at afslare hvilke interesser folketingot faktisk varetager, dels stette den kamp mod det kapitalistiske sarnfund, der foregdr udenfor, og endelig hjaelpe med til at fasthalde de fremskridt og indrammetser, som lenarbejderne har tilkeempet sig, 28. Det er en illusion at tro, at man kan indfere socialismen vad parlamentarisk vej, Et socialistisk samfund kan ike opsta gradvis indenfor det kapltalistiske, Forucksaetningen for et socialistisk samfund er producentemes overtagelse af produktionsmidieme, Kapitalistklassen opgiver naturligvis ikke godvilligt sin ejendomeret til disse. Man kan derfor ikke forestille sig indforelse af socialismen‘uden at der sker et revolutionzert brud med den gamle orden,"
VS_1980_chunk_013,VS_1980,party_program,Venstresocialisterne,1980,Program og love for Venstresocialisterne,8,parti_organisation,Parti og organisation,0.32,,,,needs_review,keyword:partiet,"37. | de semere ar er en ny fagopposition vokset fram. Inden for LO er der voksende modatand mad den refarmistiske ledelse og den bureaukratiske struktur, Uden om LO er nye organisationer bagyndt at tage form, som med den ovildes (frie) strejke som vigtigste vaben keemper for at varetage lgnarbejdarnes kort- og langsigtede interesser. Partiet md af al kraft stette udviklingen af denne nye fagopposition. 38, Skal kampen pa arbojdspladseme vaere mélrettet og slagkraftig, er det nedvendigt, at den er organisaret - | basisgrupper, celler eller andre former for arbejdspladsgrupper. Pa langt sigt ma der arbejdes hen imod en samlet organisering af kampen p4 arbejdspladsemne, Hvad der er den mest hensigtsmagssige organisatiansform er ot uatklaret spargsmal inden for den ikke-réformistiske vanstreflaj. Det ligger derfor uden for minimumsprogrammets rammer at tage stilling dertil. 38. Ogs4 visse funktionzergrupper, tanestemeand, aver enskometansatte akademikere og andre, der ikke herer til LO-omraidet, deltager i den faglige kamp. Disse stadig voksende lags kKlassemaessige tilhersforhold er omstridt indenfor den ikke-reformistiske venstreflaj. En stillingtagen hertil ligger derfor uden for minimumsprogrammets rammer. Men det er en vigtig opgave for partiet at nd frem til en afklaring vedrarande klasseanalysen. 40. Kapitalen ar organiseret internationalt. Kampen imad den m& derfor ogsd organiseres internationalt, Solidaritet og samarbojde over landegrenserna ogs’ p& det faglige omrade er en veesentlig del af denne kamp. 41. Undertrykkelsen og udbytningen af de underudviklede landes folk er med til at opretholde det imperialistiske verdenssystem. lmperialismen hindrer de nedvendigea gkonomiske og politiske onweltninger i de umcerudviklade lande og stabiliserer kapitalisrmen i de imparialistiske centre | Vesteurapa og Nordamerika."
VS_1980_chunk_014,VS_1980,party_program,Venstresocialisterne,1980,Program og love for Venstresocialisterne,8,ideologi_samfundssyn,Ideologi og samfundssyn,0.32,,,,needs_review,keyword:socialistisk,"42. Befrielseskampene i Asien, Afrika og Latinamerika, som i det sidste arti er blévet udvidet og skaerpet, sigter efter at losrive stadig stgrre dele af disse kontinenter fra det imperialstiske verdenssystem. En sidan lssrivelse at med ti at sveakke kapitaliamen i Vasteuropa og Nordamerika. For VS er det en selvfalge, at den anti-imperialistiske kamp m4 stattes af al kraft. 43, Det er de samme mekanismer, der udbytter og undartrykker folkene | Asien, Afrika og Latinamerika og Ipnarbejderne i Vesteuropa og Nordamerika, Ved at bekzempe Imperialismen i Vietnam er det vietnamesisko folk med til at sveekke kapitalismen. Ved at bekzempe kapitalismen | Danmark er danske lgnarbejdere med til at sveekke imperialismen. Den anti-imperialistiske kamp og den anti-kapitalistiske kamp heanger ulaseligt sammen. Dette er udgangspunktet for VS‘ deltagelse i det antiimperialistiske arbejde. 44. | det senkapitalistiske samfund fremtraeder kapitalismans grundisaggende modsaetning - mellem lanarbejde og kapital - i tildels nye former: Oprettelse af nye akanamisk-politiske faellesskaber, an aget anvendelse af videnskaben i produktionen, et eget behov for veluddannet arbejdskraft, voksende grupper der bliver overflediggjort | produktionean, et stigende antal arbejdsulykker og. erhvervssygdomme, an systematisk edelanggelse af det fysiske mij, en aget regional ullghed. Derfor hearer kam- pen mod oprettelsen af et europasisk, kapitalistisk statsapparat, kampen pd uddannetsesinstitutionerna, kampen for kvindefrigorelsen, kampen mod forureningen ag kampen for bedre boligforhold alle med til klassekampen. 45, Pé alle disse omrfder er kampen intensiverat ide senere dr. Ofte har den vaeret fort af grupper, der har kancantraret sig om en enkelt af de umiddelbare modsigelser, sm det senkapitalistiske samfund indebeerer. Disse grupper har ikke nadvendigvis haft at socialistisk sigte med deres kamp. Man ligesom den faglige kamp er ogsd disse andre sider af klassekampen skeerpet. SAvel midlerhe som mélet ar efterhdnden blevet radikaliseret, og pa alla omrader findes der.nu grupper, som klart opfatter kampen som et led | kampen for en socialistisk revolution."
VS_1980_chunk_015,VS_1980,party_program,Venstresocialisterne,1980,Program og love for Venstresocialisterne,13,parti_organisation,Parti og organisation,1.02,ideologi_samfundssyn,Ideologi og samfundssyn,0.44,needs_review,"keyword:partiet, keyword:medlemskab, keyword:partiafdeling, multi_keyword:3, keyword:socialistisk, keyword:solidaritet","46. Partiet og dets madiammer mi.se det som en apgave at fremme denne proces. Partiet er dbent for et neert samarbejde med alle ikke-reformistiske grupper, der deltager i denne del af klassekampen. Partiet tilstrasber at skabe en organisatorisk ramme, hvar de mange spredte erfaringer kan undergd en samlet bearbeldelse, til sikring af den vekselvirkning mellem teori og praksis, som er forudsaetningen for en socialistisk strategi. Og partiets mediemmer, som deltager i denne del af klassekampen, mi se det som deres opgave at udbrede bevidstheden om, at boligproblemet, kvindefrigare!sen, forureningen asv, ikke kan loses isoleret, men at forudsastningen for deres lasning er den socialistiske revolution. Solidaritet er den avis der kan give dig det nedvendige supplement / hverdagen, vi ger meget ud af vaere der hvor tingene sker, og at beretningen kommer fra dem der er placeret midt i begivenhederne. Et abonnement koster 40 kr. for 10 nr, Et stotte ag institutionsabonnement koster 60 kr. 41 FORMAL . Formélat for paniets virksomhed er gennemferelsen af partiets programmer og kongresbesluininger. |. Erhvervelse af medlemskab forudsztter, at man som sympatiser har gennemfert partiets obligatoriske introduktionsskolingsforab. Partiafdelingeme har pligt til pa Partiets vegne og eventuelt i samarbejde at foranstalte an sadan introduktionsskolings gennemforelse, séledes at skolingen pabegyndes senest 8 m4neder efter opndelsen af sympatisarstatus. Hovedbestyrelsen kan efter ansagning fra dan enkelte partiafdeling dispensere fra den: ine tidsmessige ramme."
VS_1980_chunk_018,VS_1980,party_program,Venstresocialisterne,1980,Program og love for Venstresocialisterne,13,parti_organisation,Parti og organisation,1.34,,,,needs_review,"keyword:partiet, keyword:medlemmer, keyword:medlemskab, multi_keyword:3","Der findes to former for mediemskab af partiet: aktivt ‘og passivt medlemskab. 7 2. Ved aktivt medlemskab forstds aktivitet i forheld til partiatdelingen og/eller sektor- og branchegrupperne og/ eller det centrale arbejde. Aktivitet i forhold til sektor-og branchegrupperne og det cantrale arbejde om- * fatter tilbagemelding over for partiafdelingen, Bevarebe af aktivstatus forudseetter endvidere deltagelse i den af hovedbestyrelsen godkendte grundskoling jvf. kommisoFiernes retningslinjer herom. Aktive medlemmer har fulde medlemsrettigheder, 3. Ved passivt mediemskab forstds at medlemskab, der ikke opfyider de i pkt. 2 anfarte krav til aktiviter, Passive medlemmer modtager principielt samime materiale som aktive, har sane ret til at ytre sig | partiets blade og har mede- og taleret ved alle meder i partiet. Passive medlernmer har ikke stemmeret og er ikke opstillingsberettigede, samt udelades af grundlaget for beregning af partiafdalingens delegeretantal til kongresser og lignenda."
VS_1980_chunk_019,VS_1980,party_program,Venstresocialisterne,1980,Program og love for Venstresocialisterne,13,parti_organisation,Parti og organisation,0.86,,,,needs_review,"keyword:kongres, keyword:partiafdeling, multi_keyword:2","10 4. Det ankelte medlem afger selv, am vedkommende vil vaere aktiv allar passiv - efter de nasrmere bestemmalser i pkt. 5. Ved grov overtreedelse af status som aktiv kan partiafdelingen overflytte et mediem til status som passiv. En sddan overflytning kan kun foretages pd et made, hvortil alle mediammer har modtaget indkaldelse med sagen pa dagsordenen, og hvis %4 af de frernmadte pa partisfdelingsmedet stemmer fer dette, Den overtlyttede kan anke beslutningen til hovedbestyrelsen.. 5, Overgangen fra aktiv til passiv kan forega til enhver tid. Overgang fra passiv til aktiv kan (for ikke ny-indmeldte) kun foregd i den ferste uge af hvert kvartal samt den forste uge efter atholdelsen af en kongres. Overgang fra passiv til aktiv kan ikke finde sted i perioden mellem en kongres’ indkaldelse og afholdelse. 6. Partiafdelingeme administrerer aktiv/ passiv opdelingen. En gang i kvartalet (farste uge) indberetter partiafdelingerne de skete cendringer i medlemmennes status til partikontoret. Misbrug af bestemmelserne om mediemsstatus kan indankes for hovedbestyrelsen. 1. Et mediam er forpligtet til et vere mediem af en fagforening, hvis en sddan findes for det pagasidende erhverv. Dispensatton kan dog gives af hovedbestyrelsen, Forpligtelsen gaelder ikke fagforeninger, hvor b&de ansatte og arbejdsgivere er mediammer. 2. Tidligere madlemmer og sympatiserer, som ansker mediemskab, skal sage om dette i den lokale partiafdeling. Partiafdelingen skal indhente udtalelse fra den partiafdeling og den dobbelterganiseringsgruppe, som det(n): tidligere madiam (sympatisar) senest har veeret tilknyttet. Afgerelsen ken af bade ansegeren og partimediemmer forelaagges forretningsuctvalget til afgerealse i hovedbestyrelsen. | 38 fald skal forretningsudvalget anmede om en udtaleise fra de bererte partiatdelinger, dobbeltorganiseringsgrupper og ansegeren, far sagen forelasgges hovedbestyrelsen til endelig afgerelse. :"
